Rank,Ensemble ID,Name,Position (hg19),MinEnergy,Binding site(query),Binding site(target),location,SumEnergy,lncRNA,Name_lncRNA
771,ENST00000251722,USP40,chr2:234384173-234475428,-29.1,4-54,5071-5121,UTR3,-134.1,ENST00000578380.6,SNHG29
772,ENST00000296059,TM4SF18,chr3:149036286-149051548,-29.1,1-43,2709-2758,UTR3,-53.4,ENST00000578380.6,SNHG29
773,ENST00000412331,EIF3L,chr22:38244876-38285414,-29.1,1-57,2923-2983,UTR3,-63.7,ENST00000578380.6,SNHG29
774,ENST00000203556,GMIP,chr19:19740286-19754476,-29.1,1-47,2494-2546,CDS,-190.5,ENST00000578380.6,SNHG29
775,ENST00000383836,SRGAP3,chr3:9022276-9291063,-29.0,1-51,6136-6186,UTR3,-169.1,ENST00000578380.6,SNHG29
776,ENST00000383314,RNMT,chr18:13726661-13764557,-29.0,1-45,5987-6034,UTR3,-122.3,ENST00000578380.6,SNHG29
777,ENST00000442448,ERG,chr21:39751953-40033704,-29.0,1-59,815-873,CDS,-116.6,ENST00000578380.6,SNHG29
778,ENST00000359878,KCTD18,chr2:201353676-201374786,-29.0,2-57,1579-1634,CDS,-72.6,ENST00000578380.6,SNHG29
779,ENST00000432730,WNK2,chr9:95947226-96081486,-29.0,1-47,2354-2404,CDS,-150.5,ENST00000578380.6,SNHG29
780,ENST00000377255,ZKSCAN3,chr6:28317728-28336947,-28.9,1-57,3409-3469,UTR3,-95.9,ENST00000578380.6,SNHG29
781,ENST00000254719,RPA1,chr17:1733279-1802848,-28.9,6-55,3720-3769,UTR3,-44.4,ENST00000578380.6,SNHG29
782,ENST00000599478,AC026310.1,chr12:25055244-25057615,-28.9,1-52,2087-2145,UTR3,-58.4,ENST00000578380.6,SNHG29
783,ENST00000609322,RP1-63G5.8,chr22:37767725-37768898,-28.9,2-59,732-789,ncRNA,-44.6,ENST00000578380.6,SNHG29
784,ENST00000359345,SLFNL1,chr1:41481270-41488909,-28.9,95-142,2386-2433,UTR5,-101.6,ENST00000578380.6,SNHG29
785,ENST00000375200,ZNF341,chr20:32319464-32380075,-28.8,1-59,860-921,CDS,-106.3,ENST00000578380.6,SNHG29
786,ENST00000597017,KDELR1,chr19:48885836-48894112,-28.8,1-49,1226-1277,UTR3,-102.8,ENST00000578380.6,SNHG29
787,ENST00000418758,AC004540.5,chr7:26438352-26538594,-28.8,1-49,339-389,ncRNA,-95.5,ENST00000578380.6,SNHG29
788,ENST00000258796,TTYH3,chr7:2671586-2704436,-28.8,95-142,2282-2329,UTR3,-104.1,ENST00000578380.6,SNHG29
789,ENST00000583267,RP11-799B12.4,chr18:21739474-21742175,-28.8,1-57,21-82,ncRNA,-49.0,ENST00000578380.6,SNHG29
790,ENST00000319481,OSBPL1A,chr18:21742009-21977823,-28.8,1-57,4048-4110,UTR3,-182.9,ENST00000578380.6,SNHG29
791,ENST00000500179,AC004053.1,chr4:105412123-105618749,-28.8,1-48,393-442,ncRNA,-64.2,ENST00000578380.6,SNHG29
792,ENST00000510110,CTB-46B19.2,chr5:138348340-138358297,-28.8,1-46,712-760,ncRNA,-43.3,ENST00000578380.6,SNHG29
793,ENST00000444294,TRIM67,chr1:231297859-231357302,-28.8,1-41,7349-7396,UTR3,-229.0,ENST00000578380.6,SNHG29
794,ENST00000373566,GIGYF2,chr2:233562016-233725285,-28.8,1-48,1555-1606,CDS,-143.3,ENST00000578380.6,SNHG29
795,ENST00000523733,RP11-51J9.4,chr8:30034071-30038404,-28.8,1-52,32-87,ncRNA,-39.4,ENST00000578380.6,SNHG29
796,ENST00000601905,RP11-157B13.8,chr19:22442496-22444137,-28.7,1-49,193-248,ncRNA,-28.7,ENST00000578380.6,SNHG29
797,ENST00000374298,AUNIP,chr1:26160498-26185903,-28.7,1-49,1556-1606,UTR3,-44.1,ENST00000578380.6,SNHG29
798,ENST00000402157,TRIM66,chr11:8633588-8693413,-28.7,4-53,8445-8494,UTR3,-248.0,ENST00000578380.6,SNHG29
799,ENST00000409709,MYO7A,chr11:76839311-76926283,-28.7,1-47,5951-5998,CDS,-184.7,ENST00000578380.6,SNHG29
800,ENST00000344604,ECM2,chr9:95257595-95298337,-28.7,2-52,1053-1103,CDS,-99.1,ENST00000578380.6,SNHG29
801,ENST00000511677,RP11-119D9.1,chr11:67653968-67658816,-94.6,2240-2363,1434-1557,ncRNA,-2307.8,ENST00000591372.2,LINC00665
802,ENST00000607778,GTF2H5,chr6:158589385-158620376,-77.3,2269-2342,2872-2945,UTR3,-4009.2,ENST00000591372.2,LINC00665
803,ENST00000466675,RARRES2,chr7:150035448-150038732,-51.7,2266-2335,601-670,UTR5,-750.7,ENST00000591372.2,LINC00665
804,ENST00000576752,RP5-1050D4.3,chr17:4871291-4872117,-50.9,2284-2336,228-280,ncRNA,-152.4,ENST00000591372.2,LINC00665
805,ENST00000542466,AGAP2-AS1,chr12:58120055-58122139,-47.3,882-931,1328-1377,UTR3,-555.5,ENST00000591372.2,LINC00665
806,ENST00000330436,CYP2A13,chr19:41594378-41602100,-47.2,2260-2313,1571-1624,UTR3,-663.1,ENST00000591372.2,LINC00665
807,ENST00000596434,RP11-531A24.3,chr8:73860422-73862678,-46.7,2263-2318,903-958,ncRNA,-1207.2,ENST00000591372.2,LINC00665
808,ENST00000564832,RP11-531A24.3,chr8:73859386-73862680,-46.7,2263-2318,1939-1994,ncRNA,-1595.5,ENST00000591372.2,LINC00665
809,ENST00000380872,AKR1C1,chr10:5005446-5025475,-46.6,2265-2337,1716-1788,UTR3,-2638.3,ENST00000591372.2,LINC00665
810,ENST00000608023,C1orf132,chr1:207974864-208042495,-46.0,2259-2323,12319-12383,ncRNA,-5477.7,ENST00000591372.2,LINC00665
811,ENST00000521074,C10orf40,chr10:61715189-61720640,-45.5,2260-2314,755-809,UTR5,-1910.6,ENST00000591372.2,LINC00665
812,ENST00000269919,PGPEP1,chr19:18451398-18480760,-45.4,875-937,4469-4531,UTR3,-2522.6,ENST00000591372.2,LINC00665
813,ENST00000602967,NUTM2E,chr10:81601115-81610632,-45.3,2259-2308,3504-3553,UTR3,-1030.5,ENST00000591372.2,LINC00665
814,ENST00000405303,TAPT1,chr4:16162129-16228164,-45.1,877-937,2872-2932,UTR3,-2006.3,ENST00000591372.2,LINC00665
815,ENST00000375102,PLA2G2F,chr1:20465820-20476879,-45.1,2261-2320,1914-1973,UTR3,-700.0,ENST00000591372.2,LINC00665
816,ENST00000579138,RP11-74H8.1,chr17:65028526-65029406,-44.2,874-925,9-60,ncRNA,-225.3,ENST00000591372.2,LINC00665
817,ENST00000564619,AP000997.2,chr11:115509282-115517680,-43.8,2275-2339,5658-5722,ncRNA,-3570.0,ENST00000591372.2,LINC00665
818,ENST00000595005,CTD-2545M3.8,chr19:50990068-50990895,-43.6,2277-2337,516-576,ncRNA,-384.8,ENST00000591372.2,LINC00665
819,ENST00000595310,DKFZP779L1853,chr12:48592171-48595814,-43.6,2262-2335,2698-2771,UTR3,-1628.3,ENST00000591372.2,LINC00665
820,ENST00000441587,ALMS1-IT1,chr2:73683892-73686611,-43.3,2262-2314,1316-1368,ncRNA,-1017.4,ENST00000591372.2,LINC00665
821,ENST00000404891,AC110619.2,chr2:241388837-241396117,-43.3,882-937,1688-1743,UTR3,-655.5,ENST00000591372.2,LINC00665
822,ENST00000432707,RP11-162K11.4,chr10:95868874-95880864,-43.0,2266-2320,105-159,ncRNA,-486.5,ENST00000591372.2,LINC00665
823,ENST00000431078,CNTNAP5,chr2:124782865-125672864,-42.9,882-940,250-308,UTR5,-1687.5,ENST00000591372.2,LINC00665
824,ENST00000604411,TSIX,chrX:73012041-73049066,-42.9,2269-2320,14680-14731,ncRNA,-18422.2,ENST00000591372.2,LINC00665
825,ENST00000590611,AC011525.4,chr19:32079162-32084687,-42.8,2261-2314,1019-1072,ncRNA,-678.6,ENST00000591372.2,LINC00665
826,ENST00000320954,CRTAP,chr3:33155472-33189265,-42.7,876-931,2738-2793,UTR3,-3008.0,ENST00000591372.2,LINC00665
827,ENST00000244625,TBCC,chr6:42712240-42714558,-42.6,896-947,110-161,UTR5,-522.6,ENST00000591372.2,LINC00665
828,ENST00000609881,GS1-279B7.2,chr1:185286912-185287662,-42.5,883-937,7-61,ncRNA,-748.5,ENST00000591372.2,LINC00665
829,ENST00000377474,KCTD12,chr13:77454313-77460525,-42.5,2264-2312,2213-2261,UTR3,-2296.8,ENST00000591372.2,LINC00665
830,ENST00000367178,SCAF8,chr6:155054460-155155192,-42.4,878-931,195-248,UTR5,-2195.4,ENST00000591372.2,LINC00665
831,ENST00000378505,RPGR,chrX:38143663-38186797,-42.4,2265-2330,2196-2261,CDS,-2617.1,ENST00000591372.2,LINC00665
832,ENST00000562532,XKR7,chr20:30555806-30591190,-42.3,882-939,2494-2551,UTR3,-2544.8,ENST00000591372.2,LINC00665
833,ENST00000452944,RP1-230L10.1,chr6:164124937-164180873,-41.9,2277-2334,274-331,ncRNA,-472.8,ENST00000591372.2,LINC00665
834,ENST00000429368,MEG9,chr14:101536249-101539271,-41.9,885-938,1780-1833,ncRNA,-1459.2,ENST00000591372.2,LINC00665
835,ENST00000416385,RP11-206L10.3,chr1:677194-685396,-41.9,2260-2312,3527-3579,ncRNA,-1479.9,ENST00000591372.2,LINC00665
836,ENST00000484859,RP11-34P13.13,chr1:141475-149707,-41.9,2260-2312,3527-3579,ncRNA,-1484.3,ENST00000591372.2,LINC00665
837,ENST00000505128,SMUG1,chr12:54575242-54582756,-41.9,2278-2338,431-491,CDS,-1027.0,ENST00000591372.2,LINC00665
838,ENST00000454650,NUDT1,chr7:2281913-2284320,-41.9,2494-2568,141-215,UTR5,-329.4,ENST00000591372.2,LINC00665
839,ENST00000271715,POGZ,chr1:151375201-151431941,-41.7,2288-2337,4560-4609,UTR3,-2111.0,ENST00000591372.2,LINC00665
840,ENST00000408926,XKR9,chr8:71581601-71648177,-41.7,2264-2319,2062-2117,UTR3,-1278.3,ENST00000591372.2,LINC00665
841,ENST00000370193,LBX1,chr10:102986734-102989551,-41.7,2260-2307,351-398,UTR5,-365.5,ENST00000591372.2,LINC00665
842,ENST00000217515,TXNL1,chr18:54264440-54305876,-41.6,2262-2312,6505-6555,UTR3,-3174.2,ENST00000591372.2,LINC00665
843,ENST00000300571,GPRC5B,chr16:19868617-19896239,-41.6,875-928,1912-1965,UTR3,-1603.5,ENST00000591372.2,LINC00665
844,ENST00000543008,CALML3-AS1,chr10:5556208-5565140,-41.6,2248-2306,3098-3156,ncRNA,-1505.1,ENST00000591372.2,LINC00665
845,ENST00000299163,HIF1AN,chr10:102295617-102319755,-41.5,373-435,6048-6110,UTR3,-4921.4,ENST00000591372.2,LINC00665
846,ENST00000397843,ARHGEF12,chr11:120207788-120360645,-41.4,2264-2313,5783-5832,UTR3,-4606.9,ENST00000591372.2,LINC00665
847,ENST00000575056,RP11-333E1.2,chr17:5143804-5144838,-41.4,2504-2560,134-190,ncRNA,-542.2,ENST00000591372.2,LINC00665
848,ENST00000405846,GPR12,chr13:27329342-27334922,-41.4,2634-2693,1462-1521,UTR3,-1968.6,ENST00000591372.2,LINC00665
849,ENST00000325110,HMGCS1,chr5:43289498-43313595,-41.2,2465-2517,1810-1862,UTR3,-1583.5,ENST00000591372.2,LINC00665
850,ENST00000601203,AIRN,chr6:160424324-160428696,-41.2,875-934,1884-1943,ncRNA,-1310.0,ENST00000591372.2,LINC00665
851,ENST00000280527,CRIM1,chr2:36583070-36778278,-41.1,2282-2352,3739-3809,UTR3,-2638.5,ENST00000591372.2,LINC00665
852,ENST00000331173,CSTF2T,chr10:53455248-53459355,-41.1,2262-2330,295-363,CDS,-1655.4,ENST00000591372.2,LINC00665
853,ENST00000451127,TEX22,chr14:105864921-105880196,-41.0,875-927,1474-1526,UTR3,-805.2,ENST00000591372.2,LINC00665
854,ENST00000289815,VWA5B1,chr1:20617413-20681387,-41.0,2278-2327,3760-3809,"CDS,stop_codon",-992.3,ENST00000591372.2,LINC00665
855,ENST00000429998,RP11-513I15.6,chr6:34247457-34254545,-40.9,2262-2312,2980-3030,ncRNA,-3013.1,ENST00000591372.2,LINC00665
856,ENST00000535274,B3GNT4,chr12:122689148-122692084,-40.9,876-927,875-926,UTR5,-783.8,ENST00000591372.2,LINC00665
857,ENST00000602954,RP11-248J18.2,chr14:51129230-51129896,-40.8,2263-2314,183-234,ncRNA,-595.4,ENST00000591372.2,LINC00665
858,ENST00000367103,MAPKAPK2,chr1:206858383-206907628,-40.8,876-926,1567-1617,UTR3,-796.4,ENST00000591372.2,LINC00665
859,ENST00000380494,COL4A3BP,chr5:74666929-74807963,-40.6,2618-2677,4392-4451,UTR3,-1877.4,ENST00000591372.2,LINC00665
860,ENST00000594850,AC022154.7,chr19:49123762-49127389,-40.6,2259-2312,172-225,ncRNA,-353.9,ENST00000591372.2,LINC00665
861,ENST00000536430,LINC00115,chr1:761590-762886,-40.6,2263-2322,688-747,ncRNA,-774.2,ENST00000591372.2,LINC00665
862,ENST00000473798,LINC00115,chr1:761587-762902,-40.6,2263-2322,704-763,ncRNA,-773.9,ENST00000591372.2,LINC00665
863,ENST00000402690,SMAD2,chr18:45357923-45457512,-40.6,879-950,447-518,CDS,-5235.8,ENST00000591372.2,LINC00665
864,ENST00000597346,KCNQ1OT1,chr11:2629559-2721224,-40.5,876-926,7866-7916,ncRNA,-35941.3,ENST00000591372.2,LINC00665
865,ENST00000310585,FAM131A,chr3:184058259-184064063,-40.4,2266-2314,744-792,UTR5,-1489.1,ENST00000591372.2,LINC00665
866,ENST00000342988,SMAD4,chr18:48556584-48611409,-40.3,878-934,5393-5449,UTR3,-3352.6,ENST00000591372.2,LINC00665
867,ENST00000337673,ZNF394,chr7:99090864-99097920,-40.2,876-934,37-95,UTR5,-855.2,ENST00000591372.2,LINC00665
868,ENST00000398226,VIMP,chr15:101811023-101817655,-40.0,2274-2327,1348-1401,UTR3,-996.5,ENST00000591372.2,LINC00665
869,ENST00000434739,GOLGA6D,chr15:75575177-75586816,-40.0,875-931,1236-1292,CDS,-1043.7,ENST00000591372.2,LINC00665
870,ENST00000300576,GOLGA6C,chr15:75550941-75562540,-40.0,875-931,1195-1251,CDS,-1068.0,ENST00000591372.2,LINC00665
871,ENST00000421285,GOLGA6B,chr15:72947080-72958735,-40.0,875-931,1195-1251,CDS,-1113.1,ENST00000591372.2,LINC00665
872,ENST00000290438,GOLGA6A,chr15:74362199-74374891,-40.0,875-931,1236-1292,CDS,-1476.6,ENST00000591372.2,LINC00665
873,ENST00000425217,KSR2,chr12:117890818-118406028,-40.0,883-934,9398-9449,UTR3,-5189.4,ENST00000591372.2,LINC00665
874,ENST00000538872,IQSEC3,chr12:175932-287626,-39.9,879-936,5567-5624,UTR3,-1795.5,ENST00000591372.2,LINC00665
875,ENST00000449825,CHID1,chr11:867861-915058,-39.9,875-932,3370-3427,UTR3,-939.4,ENST00000591372.2,LINC00665
876,ENST00000369151,CACUL1,chr10:120440502-120514758,-39.8,2259-2306,3026-3073,UTR3,-2657.4,ENST00000591372.2,LINC00665
877,ENST00000260364,NOX5,chr15:69222865-69355083,-39.8,2281-2330,6106-6155,UTR3,-2938.4,ENST00000591372.2,LINC00665
878,ENST00000303694,CHST11,chr12:104850752-105155792,-39.7,2280-2336,4083-4139,UTR3,-1968.1,ENST00000591372.2,LINC00665
879,ENST00000243052,PDE1B,chr12:54943135-54973023,-39.7,2260-2307,165-212,UTR5,-1003.8,ENST00000591372.2,LINC00665
880,ENST00000282561,GJA1,chr6:121756839-121770873,-39.6,2255-2311,1472-1528,UTR3,-1306.6,ENST00000591372.2,LINC00665
881,ENST00000266563,PEX5,chr12:7342181-7364079,-39.6,888-947,2657-2716,UTR3,-975.9,ENST00000591372.2,LINC00665
882,ENST00000586078,SLC44A2,chr19:10736202-10755233,-39.6,879-938,3274-3333,UTR3,-990.2,ENST00000591372.2,LINC00665
883,ENST00000570223,HCG22,chr6:31021980-31023778,-39.6,2277-2339,26-88,ncRNA,-376.2,ENST00000591372.2,LINC00665
884,ENST00000426185,HCG22,chr6:31021985-31027653,-39.6,2277-2339,21-83,ncRNA,-721.3,ENST00000591372.2,LINC00665
885,ENST00000566475,HCG22,chr6:31021985-31027434,-39.6,2277-2339,21-83,ncRNA,-404.3,ENST00000591372.2,LINC00665
886,ENST00000555656,OSGEP,chr14:20914571-20919038,-39.5,2274-2327,391-444,UTR5,-1317.4,ENST00000591372.2,LINC00665
887,ENST00000313005,BACE1,chr11:117156403-117186972,-39.5,2247-2302,2549-2604,UTR3,-2285.1,ENST00000591372.2,LINC00665
888,ENST00000605005,AB019440.50,chr14:106663247-106665214,-39.5,381-438,7-64,ncRNA,-130.8,ENST00000591372.2,LINC00665
889,ENST00000307428,PARM1,chr4:75858327-75975323,-39.4,2260-2325,1915-1980,UTR3,-1933.4,ENST00000591372.2,LINC00665
890,ENST00000349780,CDK5RAP2,chr9:123151149-123342436,-39.4,2257-2312,1398-1453,CDS,-3150.8,ENST00000591372.2,LINC00665
891,ENST00000608197,STARD13-AS,chr13:33845575-33851777,-39.4,2260-2312,315-367,ncRNA,-397.1,ENST00000591372.2,LINC00665
892,ENST00000374704,CCNY,chr10:35625803-35860852,-39.4,2258-2333,1430-1505,UTR3,-1491.3,ENST00000591372.2,LINC00665
893,ENST00000414816,AC012317.1,chr16:24672744-24682383,-39.3,879-936,1-55,ncRNA,-1063.7,ENST00000591372.2,LINC00665
894,ENST00000299824,PPP1R16B,chr20:37434349-37551667,-39.3,881-937,2683-2739,UTR3,-1627.8,ENST00000591372.2,LINC00665
895,ENST00000324453,C7orf41,chr7:30174427-30202378,-39.3,2261-2308,4411-4458,UTR3,-2194.9,ENST00000591372.2,LINC00665
896,ENST00000380358,CHD3,chr17:7788125-7816078,-39.3,2261-2324,394-457,CDS,-2685.9,ENST00000591372.2,LINC00665
897,ENST00000393695,NUMA1,chr11:71713911-71791733,-39.2,144-198,3693-3747,CDS,-2393.5,ENST00000591372.2,LINC00665
898,ENST00000368494,NUS1,chr6:117996666-118031803,-39.2,885-938,11-64,UTR5,-2152.9,ENST00000591372.2,LINC00665
899,ENST00000565192,HCG22,chr6:31021228-31027667,-39.1,2277-2338,211-272,ncRNA,-561.7,ENST00000591372.2,LINC00665
900,ENST00000342213,CLEC14A,chr14:38723309-38725574,-39.1,2262-2311,198-247,UTR5,-614.6,ENST00000591372.2,LINC00665
901,ENST00000445726,FAM219A,chr9:34398184-34458568,-39.1,2257-2322,2731-2796,UTR3,-784.3,ENST00000591372.2,LINC00665
902,ENST00000329697,ACSM2B,chr16:20547549-20587689,-39.1,2582-2630,2165-2213,UTR3,-1234.1,ENST00000591372.2,LINC00665
903,ENST00000560626,PEAK1,chr15:77400501-77712486,-39.0,2584-2667,8393-8476,UTR3,-4589.4,ENST00000591372.2,LINC00665
904,ENST00000335754,ACTR8,chr3:53901094-53916229,-39.0,882-931,115-164,CDS,-1404.2,ENST00000591372.2,LINC00665
905,ENST00000520844,CTD-2340D6.2,chr8:100103967-100106288,-38.9,876-928,265-317,ncRNA,-344.8,ENST00000591372.2,LINC00665
906,ENST00000609686,GRIN2B,chr12:13693166-14133053,-38.9,2264-2315,24226-24277,UTR3,-12263.2,ENST00000591372.2,LINC00665
907,ENST00000248929,SGSM3,chr22:40766616-40806293,-38.9,1823-1872,2682-2731,UTR3,-805.9,ENST00000591372.2,LINC00665
908,ENST00000451646,RP3-467L1.4,chr1:7870303-7887402,-38.8,883-934,34-85,ncRNA,-277.8,ENST00000591372.2,LINC00665
909,ENST00000500215,RP11-7F17.5,chr14:77507408-77535846,-38.8,2276-2333,1947-2004,ncRNA,-907.7,ENST00000591372.2,LINC00665
910,ENST00000597278,AL009178.1,chr6:168196211-168198927,-38.8,2264-2314,1544-1594,UTR3,-712.2,ENST00000591372.2,LINC00665
911,ENST00000568223,METRN,chr16:765116-769655,-38.8,877-926,3005-3054,UTR3,-741.0,ENST00000591372.2,LINC00665
912,ENST00000581213,RP11-6N17.1,chr17:45940709-45942556,-38.7,2260-2311,634-685,ncRNA,-415.0,ENST00000591372.2,LINC00665
913,ENST00000388802,SRRM3,chr7:75831217-75916603,-38.7,885-943,3000-3058,UTR3,-867.8,ENST00000591372.2,LINC00665
914,ENST00000378821,TMEM88B,chr1:1361509-1363167,-38.7,2261-2312,1-42,"CDS,start_codon",-150.3,ENST00000591372.2,LINC00665
915,ENST00000551589,MYL6,chr12:56552154-56555082,-38.7,2262-2317,604-659,UTR3,-598.8,ENST00000591372.2,LINC00665
916,ENST00000233121,MAPRE3,chr2:27193481-27250064,-38.6,2260-2319,1552-1611,UTR3,-883.3,ENST00000591372.2,LINC00665
917,ENST00000409867,ANKRD30BL,chr2:132905481-132919528,-38.6,2260-2322,143-205,UTR5,-505.3,ENST00000591372.2,LINC00665
918,ENST00000428389,UNC13A,chr19:17712139-17799401,-38.5,882-943,6813-6874,UTR3,-2902.1,ENST00000591372.2,LINC00665
919,ENST00000368300,LMNA,chr1:156084499-156109880,-38.5,2262-2311,2987-3036,UTR3,-1056.3,ENST00000591372.2,LINC00665
920,ENST00000326654,ERGIC1,chr5:172332244-172345338,-38.5,889-938,2637-2686,UTR3,-1282.2,ENST00000591372.2,LINC00665
921,ENST00000366607,TOMM20,chr1:235272652-235292251,-38.5,885-947,2368-2430,UTR3,-1527.1,ENST00000591372.2,LINC00665
922,ENST00000237596,PKD2,chr4:88928821-88998929,-38.5,2278-2334,360-416,CDS,-2138.2,ENST00000591372.2,LINC00665
923,ENST00000439872,RP11-54O15.3,chr9:97690834-97697228,-38.5,2266-2316,433-483,ncRNA,-315.4,ENST00000591372.2,LINC00665
924,ENST00000319509,MUC3A,chr7:100551251-100611022,-38.4,892-948,1679-1735,CDS,-877.1,ENST00000591372.2,LINC00665
925,ENST00000484302,HOXB6,chr17:46671640-46682354,-38.4,2277-2327,1268-1318,"CDS,stop_codon",-981.3,ENST00000591372.2,LINC00665
926,ENST00000382488,RP11-689P11.2,chr4:8508556-8514337,-38.4,2262-2309,1075-1122,ncRNA,-975.9,ENST00000591372.2,LINC00665
927,ENST00000264498,FGF2,chr4:123747864-123819391,-38.4,2483-2538,42-97,CDS,-2927.3,ENST00000591372.2,LINC00665
928,ENST00000369492,ATP1A1OS,chr1:116948135-116961186,-38.4,2280-2339,220-279,ncRNA,-729.5,ENST00000591372.2,LINC00665
929,ENST00000591765,CCR10,chr17:40831439-40835082,-38.4,2264-2311,1829-1876,UTR3,-544.8,ENST00000591372.2,LINC00665
930,ENST00000318100,RTEL1,chr20:62289164-62328416,-38.4,2621-2668,77-124,UTR5,-830.2,ENST00000591372.2,LINC00665
931,ENST00000359742,GRIP1,chr12:66741212-67072925,-38.4,876-927,1-48,UTR5,-2082.7,ENST00000591372.2,LINC00665
932,ENST00000546738,RP1-228P16.4,chr12:48405088-48419252,-38.4,2259-2314,2578-2633,ncRNA,-1085.1,ENST00000591372.2,LINC00665
933,ENST00000252050,CUL9,chr6:43149914-43192325,-38.3,2268-2321,5067-5120,CDS,-1991.9,ENST00000591372.2,LINC00665
934,ENST00000330824,GPIHBP1,chr8:144295069-144299044,-38.3,2265-2319,1474-1528,UTR3,-552.9,ENST00000591372.2,LINC00665
935,ENST00000554196,LINC00520,chr14:56254646-56260078,-38.3,2268-2316,88-136,ncRNA,-208.6,ENST00000591372.2,LINC00665
936,ENST00000533940,TP53I11,chr11:44953908-44971711,-38.2,876-932,3415-3471,UTR3,-970.6,ENST00000591372.2,LINC00665
937,ENST00000299413,TRIM44,chr11:35684354-35829775,-38.1,2261-2312,547-598,CDS,-1202.9,ENST00000591372.2,LINC00665
938,ENST00000409819,AC079354.3,chr2:202978350-202981781,-38.1,2282-2343,1687-1748,ncRNA,-1228.0,ENST00000591372.2,LINC00665
939,ENST00000374314,GPRIN2,chr10:46997927-47005643,-38.1,2261-2316,6226-6281,UTR3,-2910.2,ENST00000591372.2,LINC00665
940,ENST00000446473,RP1-7G5.6,chr12:110318482-110326272,-38.1,2247-2295,441-489,ncRNA,-166.9,ENST00000591372.2,LINC00665
941,ENST00000455833,IFFO2,chr1:19230776-19283180,-38.1,2615-2664,4941-4990,UTR3,-2178.8,ENST00000591372.2,LINC00665
942,ENST00000396789,LTB4R,chr14:24782518-24787242,-38.0,2260-2313,2894-2947,UTR3,-1195.3,ENST00000591372.2,LINC00665
943,ENST00000416689,SLC2A1-AS1,chr1:43424776-43442099,-38.0,2265-2327,1853-1915,ncRNA,-1438.8,ENST00000591372.2,LINC00665
944,ENST00000587767,AC002398.12,chr19:36245468-36246391,-38.0,1919-1973,445-499,ncRNA,-1056.6,ENST00000591372.2,LINC00665
945,ENST00000535453,APC2,chr19:1451289-1473237,-38.0,2265-2322,771-828,UTR5,-1976.9,ENST00000591372.2,LINC00665
946,ENST00000337351,LUC7L,chr16:238969-279462,-38.0,2262-2311,854-903,CDS,-886.8,ENST00000591372.2,LINC00665
947,ENST00000372806,STK4,chr20:43595116-43708600,-38.0,2278-2334,5018-5074,UTR3,-2414.2,ENST00000591372.2,LINC00665
948,ENST00000607269,RP11-52L5.6,chr13:79170265-79173754,-38.0,2277-2324,262-309,ncRNA,-1051.1,ENST00000591372.2,LINC00665
949,ENST00000306385,BMP1,chr8:22022250-22069839,-38.0,149-203,529-583,UTR5,-923.8,ENST00000591372.2,LINC00665
950,ENST00000513358,RP11-253E3.3,chr12:3150604-3154116,-37.9,887-942,1998-2053,ncRNA,-1504.1,ENST00000591372.2,LINC00665
951,ENST00000361681,MT-ND6,chrM:14150-14673,-37.9,2513-2574,286-347,CDS,-934.2,ENST00000591372.2,LINC00665
952,ENST00000413692,NFATC4,chr14:24836118-24848810,-37.9,876-928,3986-4038,UTR3,-1593.4,ENST00000591372.2,LINC00665
953,ENST00000541337,NRG2,chr5:139226365-139422884,-37.9,1125-1185,2964-3024,UTR3,-947.3,ENST00000591372.2,LINC00665
954,ENST00000563722,RP11-973H7.1,chr18:12774651-12775922,-37.9,2259-2328,1084-1153,ncRNA,-789.4,ENST00000591372.2,LINC00665
955,ENST00000265026,MAP3K13,chr3:185080909-185206885,-37.9,2285-2338,4191-4244,UTR3,-3626.8,ENST00000591372.2,LINC00665
956,ENST00000602324,hsa-mir-125a,chr19:52188617-52196709,-37.8,2260-2311,1281-1332,ncRNA,-1843.9,ENST00000591372.2,LINC00665
957,ENST00000375906,GPANK1,chr6:31629007-31634060,-37.8,2293-2352,172-231,UTR5,-763.6,ENST00000591372.2,LINC00665
958,ENST00000311331,ZNF624,chr17:16524052-16557167,-37.8,2264-2313,3972-4021,UTR3,-1808.5,ENST00000591372.2,LINC00665
959,ENST00000509382,LINC01020,chr5:5034577-5059794,-37.8,2260-2313,355-408,ncRNA,-323.7,ENST00000591372.2,LINC00665
960,ENST00000507599,LINC01020,chr5:5038800-5057986,-37.8,2260-2313,264-317,ncRNA,-333.4,ENST00000591372.2,LINC00665
961,ENST00000508201,LINC01020,chr5:5034473-5070117,-37.8,2260-2313,508-561,ncRNA,-810.6,ENST00000591372.2,LINC00665
962,ENST00000598378,DNAH17-AS1,chr17:76494912-76499138,-37.8,2261-2310,284-333,UTR5,-1268.2,ENST00000591372.2,LINC00665
963,ENST00000391884,KCNJ14,chr19:48964507-48969367,-37.7,2264-2322,1677-1735,CDS,-881.5,ENST00000591372.2,LINC00665
964,ENST00000545990,AKAP3,chr12:4724675-4758213,-37.7,2261-2331,35-105,UTR5,-1376.4,ENST00000591372.2,LINC00665
965,ENST00000227322,ZNF259,chr11:116648437-116658766,-37.7,2259-2313,2217-2271,UTR3,-1235.4,ENST00000591372.2,LINC00665
966,ENST00000222990,SNX8,chr7:2291406-2354099,-37.7,885-937,4348-4400,UTR3,-1075.1,ENST00000591372.2,LINC00665
